,producto
5141,"ADAPTADOR EDOMEX INSERCION MACHO 1 1/2"""
5142,"ADAPTADOR EDOMEX INSERCION MACHO 1"""
5143,"ADAPTADOR EDOMEX INSERCION MACHO 1/2"""
5144,"ADAPTADOR EDOMEX INSERCION MACHO 2"""
5145,"ADAPTADOR EDOMEX INSERCION MACHO 3/4"""
5147,"COPLE EDOMEX INSERCION 1 1/2"""
5148,"COPLE EDOMEX INSERCION 1"""
5149,"COPLE EDOMEX INSERCION 1/2"""
5150,"COPLE EDOMEX INSERCION 3/4"""
5151,JUEGO CONECTOR MOVIBLE EDOMEX INSERCION 1/2
5152,"LLAVE EDOMEX D/NARIZ C/ROSCA 1/2"""
5153,"TEE EDOMEX INSERCION 1/2"" "
5154,"TEE EDOMEX INSERCION 3/4"" "
5155,"YEE EDOMEX INSERCION 1/2"""
5156,PAQ. PILAS ENEGIZER D
5137,"ABRAZADERA P.V.C. 1/2"" X 2"""
5136,"ABRAZADERA P.V.C. 1/2"" X 2 1/2"""
5135,CUBIERTA EB MD. M-202 1MT 1 TAR. 1 ESC.
5133,TUBO P/GAS AMAR. 3/8 DURMAN
5110,CESPOL DICA P/FREG. FIG. 4209
5111,LLAVE INDIVIDUAL DICA P/LAV 4242IN
5112,LLAVE INDIVIDUAL DICA P/LAV 4245
5114,MANIJA P/W.C. PALANCA 3019 DICA
5115,MEZCLADORA DICA P/FREGADERO 3248 PARED 
5116,MEZCLADORA DICA P/FREGADERO 4318 
5118,MEZCLADORA DICA P/FREGADERO 4331 
5120,MEZCLADORA DICA P/LAVABO FIG. 4038 
5158,PILA ENERGIZER AAA
5122,MONOMANDO DICA REGADERA 4475E
5124,REGADERA DICA FIG. 4504-B
5125,ESTUFA EMPOTRAR CRISTAL TEMPLADO 4 QUEMADORES
5127,ADAPTADOR DURMAN GAS FLARE 3/8 X 3/8
5128,ADAPTADOR DURMAN GAS HEM. 3/8 X 1/2 RM
5129,ADAPTADOR DURMAN GAS MACHO 3/8 X 1/2 RM
5130,ADAPTADOR DURMAN GAS MACHO P/REG. 3/8 X 16
5131,TEE DURMAN GAS 3/8 
5132,CODO RECTO DURMAN 90 X 3/8
5123,LLAVE D/NARIZ DICA 4020 P/MANG.
5108,"CHECK REJILLA DICA 3/4"""
5160,CESPOL FAMA P/FREGADERO FLEXIBLE F-977I
5162,MEDIO CESPOL FAMA P/FREGADERO
5189,BROCA P/CONCRETO 3/8 X 6 GREENDIELD
5193,TAPON CAPA HULCEN PVC 3/4
5195,CONECTOR Y HULCEN 8 EN 1
5196,CONO PARA BOTE CESPOL 3 TORNILLOS
5197,DESTAPADOR DE HULE HULCEN GRANDE
5198,"MULTICODO HULCEN 4 EN 1  DE 1"""
5199,NIPLE PLASTICO HULSEN 1/2
5200,ABRAZADERA OMEGA 1 1/2
5201,ABRAZADERA OMEGA 1 1/4
5202,"ABRAZADERA OMEGA 1"""
5203,ABRAZADERA OMEGA 1/2
5204,"ABRAZADERA OMEGA 2"""
5205,ABRAZADERA OMEGA 3/8
5206,ABRAZADERA SIN FIN No. 10
5207,ABRAZADERA SIN FIN No. 12
5208,ABRAZADERA SIN FIN No. 16
5209,ABRAZADERA SIN FIN No. 24
5188,BROCA P/CONCRETO 1/4 X 6 GREENFIELD
5187,BROCA P/CONCRETO 1/4 X 4 GREENFIELD
5186,BROCA ALT. VEL. 9/64 GREENFIELD
5185,BROCA ALT. VEL. 7/64 GREENFIELD
5163,MEDIO CESPOL FAMA P/LAVABO
5164,LIJA P/AGUA No.220
5165,LIJA P/AGUA No.600
5166,LIJA P/FIERRO FINA
5167,LIJA P/FIERRO GRUESA
5168,LIJA P/FIERRO MEDIANA
5169,LIJA P/MADERA No.040
5172,ESTUFA FRAGA 3 QUEMADOR
5161,CESPOL FAMA P/LAVABO FLEXIBLE F-9770
5173,ESTUFA FRAGA 4 QUEMADOR
5175,COLADERA FLEXIMATIC UNIVERSAL MOD.2264
5176,COLADERA UNIVERSAL PUSH 2249
5177,PEGAMENTO CPVC 118 GR.
5178,PEGAMENTO CPVC 220 GR.
5179,PEGAMENTO CPVC 60 GR. 
5180,VALVULA DE T/BAJO FLUID MASTER400A133
5182,BROCA ALT. VEL. 11/64 GREENFIELD
5183,BROCA ALT. VEL. 3/32 GREENFIELD
5174,COLADERA FLEXIMATIC 2617 CUADRADA
5107,"CHECK REJILLA DICA 1"""
5106,"CHECK REJILLA DICA 1 1/2"""
5104,REGADERA DICA FIG. 4507-B
5034,DESPACHADOR DE PAPEL ANBEC CHICO
5035,VALVULA ESF. ANBEC PPR 3/4 (25 MM)
5036,LIMPIADOR P.V.C. 500 ML ARES
5037,BOYLER LEÑA REFORZADO 40 LTS MONTERREY
5038,MANGUERA P/BOYLER ASCOT 1/2 X 50 CM
5039,BOYLER ASCOT 5 LTS
5040,BOYLER ASCOT 8 LTS
5041,BOMBA PERIFERICA 1/2 HP BONASA
5043,BOMBA NORYL 1/4 HP 
5044,ELECTRONIVEL BONASA YY9333
5045,SELLO MECANICO 5/8
5046,VALVULA DE DRENADO CALOREX
5047,MODULO DE ENCENDIDO CALOREX
5048,TERMOPAR CALOREX
5049,TERMOPARA CALOREX C/ENCENDIDO ELECTRONICO
5051,ESPREA QUEMADOR CINSA
5052,TERMOSTATO CINSA C/ PIEZO
5032,BRAZO ANBEC C/CHAP. BC771C
5031,TORNILLO P/ACOPLAR ANBEC 
5030,LLAVE NARIZ ANBEC LLAC1423
5028,JUEGO HERRAJE DUAL FLUSH XN-10-13
5409,"CODO ESTUFA 3/8"" X 1/2"""
5011,"TUBO DE POLIETILENO CORRUGADO DE 8"""
5012,TUBO C-40 HIDRAULICO DE 1 1/2
5013,"TUBO HID. C/CAM. 1 1/2"" RD 26"
5014,"TUBO HID. C/CAM. 2"" RD 26"
5015,"TUBO HID. C/CAM. 4"" RD 26"
5016,"TUBO HID. P/CEM. 1 1/4"" RD 26"
5017,"TUBO HID. P/CEM. 1"" RD 26"
5053,QUEMADOR VENTURY CINSA MODERNO
5018,"TUBO HID. P/CEM. 1/2"" RD 13.5"
5020,"TUBO PVC SANITARIO 1 1/2"""
5021,"TUBO PVC SANITARIO 2"""
5022,"TUBO PVC SANITARIO 3"""
5023,"TUBO PVC SANITARIO 4"""
5024,"TUBO PVC SANITARIO 6"""
5025,"TUBO PVC SANITARIO 8"""
5026,LLAVE DE CUADRO M-10 DE 1/2 ALFA
5027,LLAVE DE INSERCION NPT - COBRE I.30 DE 1/2 ALFA
5019,"TUBO HID. P/CEM. 3/4"" RD 26"
5054,PIEZO ELECTRICO P/TERMOSTATO CINSA
5056,TINACO 1100 LTS CITIPLAS (NEGRO)
5057,TINACO 450 LTS CITIPLAS (NEGRO)
5081,MANGUERA COFLEX P/LAVADORA PL-102
5082,TAPON COFLEX PH-230 P/LAV.
5083,VALVULA ANTI-OLORES COFLEX PC-B121
5085,ACOPLE COMPRESION COFLEX 1/2 NM-D01
5086,ACOPLE COMPRESION COFLEX 3/4 NM-D02
5087,CINTA TEFLON COFLEX 1/2
5088,"CINTA TEFLON COFLEX 3/4"""
5089,MANGUERA COFLEX 1/2 X 3/4 AB-H60 
5080,JUEGO DE HERRAJES COFLEX PS-A005
5090,MANGUERA COFLEX 3/4 X 3/4 AB-B40
5092,MANGUERA COFLEX 3/8 X 3/8 300 CM
5093,MANGUERA COFLEX 3/8 X 3/8 500 CM
5097,MANGUERA COFLEX P/FREG. VINIL GRIS
5098,MANGUERA COFLEX P/LAV. VINIL GRIS
5099,MANGUERA COFLEX P/SANIT. VINIL GRIS
5100,MANGUERA COFLEX PIGTAIL 55 CM.
5102,TANQUE ESTACIONARIO CYTSA 180 KGS.
5103,REGADERA DICA FIG. 4506-B
5091,MANGUERA COFLEX 3/8 X 3/8 100 CM
5210,ABRAZADERA SIN FIN No. 28
5079,CUELLO FLEX. P/WC PB-115 COFLEX
5077,"CONTRA P/WC COFLEX 3"" P-B6031"
5058,TINACO 750 LTS CITIPLAS (NEGRO)
5059,CLAVO C/CABEZA DE 2 1/2 DE ACERO
5060,VALVULA DE RELEVO HIDROSTATICO 1/2
5061,JUEGO CONECTOR MOVIBLE BCE. 1/2
5063,TUERCA IZQ. C/MANERAL COFLEX UTI-14M
5064,CASQUILLO COFLEX P/FREGADERO PH-105
5065,"MANGUERA COFLEX P/LAVABO ""T"" AL-T55"
5066,MANGUERA COFLEX P/LAVABO 1/2 X 1 MT
5078,CONTRA P/WC COFLEX DUAL P-B6022
5067,MANGUERA COFLEX P/MON. AL-L 40
5069,CONTRA P/LAV. PUSH PH-220 COFLEX
5070,"BISAGRA COFLEX P-B6025 2"""
5071,"BISAGRA COFLEX P-B6026 2"""
5072,"BISAGRA COFLEX P-B6036 3"""
5073,BRIDA COFLEX P/MIGITORIO PB-402
5074,"BRIDA COFLEX P/WC PB-150 3"""
5075,"BRIDA COFLEX P/WC PB-200 4"""
5076,"BRIDA COFLEX P/WC PB-300 4"" LARGA"
5068,MANGUERA COFLEX P/SANITARIO 1/2 X 50 LS-A50
5211,ABRAZADERA SIN FIN No. 4
5010,CINTA CANELA TRANSPARENTE
5213,ABRAZADERA UÑA 1 1/2
5337,"NIPLE GALV. 1/4"" X 1 1/2"""
5340,"NIPLE GALV. 2"" X 6"""
5342,"NIPLE GALV. 3/4"" X 2 1/2"""
5343,"NIPLE GALV. 3/4"" X 3"""
5344,"NIPLE GALV. 3/4"" X 4"""
5345,"NIPLE GALV. 3/4"" X 5 1/2"""
5346,"NIPLE GALV. 3/4"" X 5"""
5347,"NIPLE GALV. 3/4"" X 7"""
5348,"NIPLE GALV. 3/4"" X R.C."
5350,"RED. BUSHING GALV. 1 1/2"" X 1 1/4"""
5351,"RED. BUSHING GALV. 1 1/2"" X 1"""
5352,"RED. BUSHING GALV. 1 1/2"" X 1/2"""
5353,"RED. BUSHING GALV. 1 1/2"" X 3/4"""
5354,"RED. BUSHING GALV. 1 1/4"" X 1"""
5355,"RED. BUSHING GALV. 1 1/4"" X 3/4"""
5356,"RED. BUSHING GALV. 1"" X 1/2"""
5357,"RED. BUSHING GALV. 1"" X 3/4"""
5336,"NIPLE GALV. 1/2"" X R.C."
5335,"NIPLE GALV. 1/2"" X 9"""
5334,"NIPLE GALV. 1/2"" X 8"""
5333,"NIPLE GALV. 1/2"" X 7"""
5308,"CODO GALV. 90 X 2"""
5309,"COPLE GALV. 1 1/2"""
5310,"COPLE GALV. 1"""
5311,"COPLE GALV. 1/2"""
5313,"COPLE GALV. 2"""
5314,"COPLE GALV. 3/4"""
5315,"CRUZ GALV. 1"""
5321,"NIPLE GALV. 1 1/4"" X R.C."
5358,"RED. BUSHING GALV. 1/2"" X 1/4"""
5323,"NIPLE GALV. 1""  X 2"""
5325,"NIPLE GALV. 1""  X R.C."
5326,"NIPLE GALV. 1/2"" X 1 1/2"""
5327,"NIPLE GALV. 1/2"" X 12"""
5328,"NIPLE GALV. 1/2"" X 2 1/2"""
5329,"NIPLE GALV. 1/2"" X 2"""
5330,"NIPLE GALV. 1/2"" X 3 1/2"""
5331,"NIPLE GALV. 1/2"" X 3"""
5332,"NIPLE GALV. 1/2"" X 6"""
5324,"NIPLE GALV. 1""  X 3"""
5359,"RED. BUSHING GALV. 1/2"" X 3/8"""
5360,"RED. BUSHING GALV. 2 1/2"" X 2"""
5361,"RED. BUSHING GALV. 2"" X 1 1/2"""
5387,"RED. HID. CEM. 1 1/2"" X 1"""
5388,"RED. HID. CEM. 1 1/2"" X 1/2"""
5389,"RED. HID. CEM. 1 1/4"" X 1"""
5390,"RED. HID. CEM. 1""  X 3/4"
5391,"RED. HID. CEM. 1"" X 1/2"""
5392,"RED. HID. CEM. 2"" X 1 1/2"""
5393,"TAPA HID. P/CEM. 1 1/2"""
5394,"TAPA HID. P/CEM. 1"""
5386,"RED. HID. CEM. 1 1/2"" X 1 1/4"""
5395,"TAPA HID. P/CEM. 1/2"""
5399,"TEE HID. P/CEM. 1 1/2"""
5400,"TEE HID. P/CEM. 1"""
5401,CESPOL FLEXIBLE BOTE LAVABO 608
5402,CESPOL FLEXIBLE FREGADERO 609
5403,CONTRA LAVABO PLASTICO C/REJILLA A.INOX. 615
5404,CINTA TEFLON MUELLER 1/2
5405,"CAMPANA NIPLE 3/8"" X 1/2"""
5212,ABRAZADERA SIN FIN No. 6
5396,"TAPA HID. P/CEM. 2"""
5307,"CODO GALV. 90 X 1/2"""
5384,"TUERCA UNION GALV. 3/4"""
5382,"TUBO GALV. 3/4"""
5362,"RED. BUSHING GALV. 3/4"" X 1/2"""
5363,"RED. CAMPANA GALV. 1 1/2"" X 1 1/4"""
5364,"RED. CAMPANA GALV. 1"" X 3/4"""
5365,"RED. CAMPANA GALV. 1/2"" X 3/8"""
5367,"RED. CAMPANA GALV. 3"" X 2 1/2"""
5368,"RED. CAMPANA GALV. 3/4"" X 1/2"""
5369,"RED. CAMPANA GALV. 3/8"" X 1/4"""
5370,"TAPON CAPA GALV. 1 1/4"""
5383,"TUERCA UNION GALV. 2"""
5371,"TAPON CAPA GALV. 1/2"""
5374,"TAPON MACHO GALV. 1"""
5375,"TAPON MACHO GALV. 1/2"""
5376,"TAPON MACHO GALV. 1/4"""
5377,"TAPON MACHO GALV. 3/8"""
5378,"TEE GALV. 1/2"""
5379,"TEE GALV. 1/4"""
5380,"TEE GALV. 3/4"""
5381,"TUBO GALV. 1/2"""
5372,"TAPON CAPA GALV. 2"""
5306,"CODO GALV. 90 X 1"""
5406,"CAMPANA NIPLE 3/8"" X 1/4"""
5304,VALVULA CPVC 3/4
5237,PLASTILOKA VERDE
5238,TERMOPAR LENISCO IZQUIERDO
5239,PERILLA LENISCO
5241,BOQUILLA P/CILINDRO G-3 LINMEX
5242,CILINDRO DESECHABLE GAS LINMEX
5243,CILINDRO P/CAMPING LINMEX
5244,BOYLER MAGAMEX POTENZA AUSTERO 7 LTS
5245,BISAGRA MASTER CIM P/WC
5246,CONTRA P/WC MASTER CIM
5247,"JUEGO DE HERRAJES 2"" MASTER CIM"
5248,"JUEGO DE HERRAJES 3"" MASTER CIM"
5249,VALVULA T/BAJO MASTER CIM
5250,CONTRACANASTA MIBER RECONTRA ZAMAC CRE-C
5251,CESPOL MIBER FLEXIDESAGUE DE-FC
5252,CONTRA P/LAV. MIBER AULASIN
5253,CUELLO P/MEZC. FREG. MIBER AGF-AQCU
5255,MEZCLADORA MIBER FLEXIBLE GF-AQ301
5235,KOLA LOKA GOTERO
5234,KOLA LOKA BROCHA
5233,TERMOSTATO IUSATROL DEPOSITO
5232,TERMOPAR UÑA
5305,"CODO GALV. 90 X 1 1/4"""
5214,ABRAZADERA UÑA 3/4
5215,ABRAZADERA UÑA 3/8
5216,ELECTRONIVEL INRECO
5217,TANQUE P/GAS 10 KGS CILINDRO
5218,ACOPLADOR IUSA P/GAS 3/4
5219,"LLAVE ESFERA 1"" SOLD. IUSA"
5220,"LLAVE ESFERA 1/2"" C/ROSC. IUSA"
5256,MONOMANDO MIBER P/LAV. GM-LCR100
5221,"LLAVE ESFERA 1/2"" SOLD. IUSA"
5223,"LLAVE ESFERA 3/4"" SOLD. IUSA"
5224,LLAVE HAR.07 3/8 FLAIR 1/2 ROSC.
5225,VALVULA DE SERVICIO C/VENA
5226,VALVULA DE SERVICIO S/VENA
5228,BOYLER PASO PRIMO 5 LTS IUSA
5229,REGULADOR BARO 2 VIA MOD. 201
5230,REGULADOR P/GAS A.P. MD. 2403-U4 (ROJO)
5231,REGULADOR P/GAS B.P. MD. 2403-C2 (GRIS)
5222,"LLAVE ESFERA 3/4"" C/ROSC. IUSA"
5257,"CONTRACANASTA ""M"" MIBER"
5236,KOLA LOKA TUBO
5259,SONDA MIBER AV-SD DE 7.5 MTS
5285,"COPLE CPVC 1"""
5286,COPLE CPVC 1/2
5287,COPLE CPVC 3/4
5288,"RED. CPVC 1 "" X 1/2"
5290,"RED. CPVC 1"" X 3/4 "
5291,RED. CPVC 3/4 X 1/2  
5292,TAPON CPVC 3/4
5293,"TEE CPVC 1"""
5284,CODO CPVC 90 X 3/4
5294,TEE CPVC 1/2
5296,TUBO DE CPVC 1 (6.0MT)
5297,TUBO DE CPVC 1/2 (6.0MT)
5298,TUBO DE CPVC 3/4 (6.0MT)
5299,"TUERCA UNION CPVC 1 1/4"""
5300,"TUERCA UNION CPVC 1"""
5301,TUERCA UNION CPVC 1/2
5258,CONTRACANASTA LANZAMATICA MIBER
5303,VALVULA CPVC 1/2
5295,TEE CPVC 3/4
5283,CODO CPVC 90 X 1/2
5302,"VALVULA CPVC 1"""
5281,CODO CPVC 45 X 3/4
5282,"CODO CPVC 90 X 1"""
5263,CHECK HORIZONTAL MUELLER 1/2
5264,CHECK HORIZONTAL MUELLER 3/4
5265,CHECK VERTICAL MUELLER 3/4
5267,LLAVE DE GLOBO MUELLER DE 1/2 ROSC.
5269,"ADAPTADOR CPVC HEMBRA 1"""
5270,ADAPTADOR CPVC HEMBRA 1/2
5271,ADAPTADOR CPVC HEMBRA 3/4
5272,ADAPTADOR CPVC HEMBRA C/INS. BCE. 1/2
5262,CHECK COLUMPIO MUELLER 3/4
5274,ADAPTADOR CPVC MACHO 1/2
5275,ADAPTADOR CPVC MACHO 3/4
5276,"ADAPTADOR CPVC MACHO C/INS. BCE. 1"" "
5277,ADAPTADOR CPVC MACHO C/INS. BCE. 1/2
5278,ADAPTADOR CPVC MACHO C/INS. BCE. 3/4
5279,"CODO CPVC 45 X 1"""
5280,CODO CPVC 45 X 1/2
5273,"ADAPTADOR CPVC MACHO 1"""
5261,CHECK COLUMPIO MUELLER 1/2
6300,"COPLE HID. REPARACIÓN 2 1/2"" CON ANILLO"
6301,"COPLE HID. REPARACIÓN 2"" CON ANILLO"
6302,"COPLE SANIT D/DILATACIÓN 3"""
6303,"COPLE SANIT D/DILATACIÓN 4"""
6304,"COPLE SANIT. P/CEM. 1 1/2"""
6305,"COPLE SANIT. P/CEM. 2"""
6306,"COPLE SANIT. P/CEM. 3"""
6310,TUERCA UNION HID. CEM. 1 1/4 
6308,"COPLE SANIT. P/CEM. 6"""
6309,"COPLE SANIT. RED. P/CEM. 4"" X 2"""
6311,"TUERCA UNION HID. CEM. 1"" "
6312,TUERCA UNION HID. CEM. 1/2
6313,"TUERCA UNION HID. CEM. 2"" "
6314,ANILLO HIDRAULICOS DE 2 1/2
6316,"ADAPTADOR PVC GAL ESP. 2"""
6299,"COPLE HID. P/CEM. 4"""
6307,"COPLE SANIT. P/CEM. 4"""
6298,"COPLE HID. P/CEM. 3/4"""
6288,"CODO HID. P/CEM. 45 X 1/2"""
6296,"COPLE HID. P/CEM. 1"""
6317,"BOTE CESPOL CEM. C/1 SAL. 2"""
6277,SELLADOR PERMATEX CAB. INDIO 56 GR
6278,GABINETE REINA 100X50
6279,FLOTADOR POLIURETANO No. 4
6280,FLOTADOR POLIURETANO No. 5
6281,REGULADOR PRESIMEX MOD. 7000 A.P.
6282,"ADAPTADOR HID. P/CEM. HEMBRA 2"""
6283,"ADAPTADOR HID. P/CEM. MACHO 1 1/4"""
6297,"COPLE HID. P/CEM. 2 1/2"""
6284,"ADAPTADOR HID. P/CEM. MACHO 1"""
6287,"CODO HID. P/CEM. 45 X 1"""
6289,"CODO HID. P/CEM. 45 X 2 1/2"""
6290,"CODO HID. P/CEM. 45 X 3"""
6291,"CODO HID. P/CEM. 45 X 3/4"""
6292,"CODO HID. P/CEM. 90 X 1"""
6293,"CODO HID. P/CEM. 90 X 1/2"""
6294,"CODO HID. P/CEM. 90 X 2"""
6295,"COPLE HID. P/CEM. 1 1/4"""
6285,"ADAPTADOR HID. P/CEM. MACHO 2"""
6319,CODO DE PISO 90 X 1/2 CEM.
6364,LLAVE INSERCION ESPIGA 1/2 80-E RUGO
6321,"CODO P/CEM. 45 X 2"""
6347,"TEE P/CEMENTAR 4"" SANIT."
6348,"TEE P/CEMENTAR RED. 4"" X 2"" SANIT."
6349,"YEE PVC P/CEM. 2"""
6350,"YEE PVC P/CEM. 4"""
6351,"YEE PVC P/CEM. 6"""
6352,"YEE PVC RED.P/CEM. 4"" X 2"""
6353,BOLA FLOTADOR ROTOPLAS No.5
6354,BOLA FLOTADOR ROTOPLAS No.7 
6355,FILTRO ROTOPLAS PASO 1
6356,MULTICONECTOR ROTOPLAST
6357,REPUESTO PASO 2 NEGRO (COCINA) ROTOPLAS
6358,TINACO ROTOPLAS 1100 LTS.
6359,VALVULA DE LLENADO ROTOPLAS 1/2
6360,VALVULA DE LLENADO ROTOPLAS 3/4
6361,VALVULA DE LLENADO ROTOPLAS SIN FIN
6362,CARTUCHO RUGO ANTIGUO LARGO RI-98
6363,CARTUCHO RUGO P/REGADERA 99010
6346,"TEE P/CEMENTAR 3"" SANIT."
6345,"TEE P/CEMENTAR 2"" SANIT."
6344,"TAPON HIDRAULICO C/CAMPANA 2"""
6343,TAPON HIDRAULICO C/CAMPANA 2 1/2
6322,"CODO P/CEM. 45 X 3"""
6323,"CODO P/CEM. 45 X 4"""
6324,"CODO P/CEM. 90 X 1 1/2"""
6325,"CODO P/CEM. 90 X 2"""
6326,"CODO P/CEM. 90 X 3"""
6327,"CODO P/CEM. 90 X 4"""
6328,"CODO P/CEM. 90 X 4""LAT. 2"""
6329,"CODO P/CEM. 90 X 6"""
6320,"CODO P/CEM. 45 X 1 1/2"""
6331,COLADERA MULTIPLE PVC
6334,"RED. SANIT. 3"" X 2"" P/CEM."
6335,"RED. SANIT. 4"" X 2"" P/CEM."
6336,"RED. SANIT. 4"" X 3"" P/CEM."
6337,"RED. SANIT. 6"" X 4"" P/CEM."
6338,"RED. SANIT. 8"" X 6"" P/CEM."
6339,"TAPA D/INSERC. SANIT 2"" "
6340,"TAPA D/INSERC. SANIT 4"" "
6341,"TAPA D/INSERC. SANIT 6"""
6333,"RED. SANIT. 2"" X 1 1/2"" P/CEM."
6276,TUBO SILICON 75 GR. PENS
6231,"RED. BUSHING COBRE 3/4"" X 1/2"""
6274,CARTUCHO SILICON PEPE TRANSP.
6206,"CODO COBRE 90 X 3/4"""
6207,"CODO CRI COBRE 1/2"""
6208,"COPLE COBRE 1 1/4"""
6209,"COPLE COBRE 1"""
6210,COPLE COBRE 1/2 C/TOPE
6211,"COPLE COBRE 1/2"""
6212,"COPLE COBRE 3/4"""
6213,"COPLE CRE COBRE 1 1/4"""
6214,"COPLE CRE COBRE 1"""
6215,"COPLE CRE COBRE 1/2"""
6216,"COPLE CRE COBRE 3/4"""
6218,COPLE CRE COBRE RED. 1/2 X 3/8
6219,"COPLE CRI COBRE 1"""
6220,"COPLE CRI COBRE 1/2"""
6221,"COPLE CRI COBRE 3/4"""
6222,FLOTADOR COBRE No. 5
6224,PICTEL GAS
6205,"CODO COBRE 90 X 1/2"""
6204,"CODO COBRE 90 X 1"""
6203,"CODO COBRE 90 X 1 1/4"""
6202,CODO COBRE 45 X 3/4
6365,UNION RUGO COBRE A COBRE 1/2 81-U
6185,"NIPLE TERMINAL 1/2"" X 1/2"""
6186,NIPLE TERMINAL 1/4 X 1/2 NPT SOLD
6187,"NIPLE TERMINAL 1/4"" X 3/8"""
6188,"NIPLE TERMINAL 3/8"" X 1/2"""
6189,"NIPLE TERMINAL 3/8"" X 1/4"""
6190,"NIPLE TERMINAL 3/8"" X 3/8"""
6191,"NIPLE UNION 3/8"""
6225,"RED. BUSHING COBRE 1 1/2"" X 1 1/4"""
6192,"PUNTA POOL C/ROSCA CORTO 1/4"""
6194,"TUERCA CONICA GAS 1/4"""
6195,"TUERCA CONICA GAS 3/8"""
6196,TUERCA IZQUIERDA P/PICTEL NACOBRE
6197,VALVULA ANGULAR C/BARRIL NACOBRE
6198,VALVULA ANGULAR C/ROSCA NACOBRE
6199,VALVULA DE PASO VAFF 3/8 X 3/8
6200,VALVULA DE PASO VPFF 3/8 X 3/8
6201,CODO COBRE 45 X 1/2
6193,PUNTA POOL LARGA C/ROSCA
6226,"RED. BUSHING COBRE 1 1/2"" X 3/4"""
6227,"RED. BUSHING COBRE 1 1/4"" X 3/4"""
6228,"RED. BUSHING COBRE 1"" X 1/2"""
6256,"TUERCA UNION COB. 1/2"""
6257,"TUERCA UNION COB. 3/4"""
6258,"YEE COBRE 3/4"""
6259,REGULADOR 1 VIA C/MAN. NACOBRE RN-1PME
6260,REGULADOR 1 VIA NACOBRE RN-1AE
6261,SEGUETA NICHOLSON BI METAL
6262,CARRETE SOL. OMEGA 50 X 50
6263,SOLDADURA OMEGA 50 X 50
6255,"TUERCA UNION COB. 1"""
6264,SOLDADURA OMEGA 95 X 5
6266,"LLAVE ESFERA CEM. PVC  1"""
6267,LLAVE ESFERA CEM. PVC 1 1/4
6268,LLAVE ESFERA CEM. PVC 1/2
6269,"LLAVE ESFERA CEM. PVC 2"""
6270,"LLAVE ESFERA ROSC. PVC  1"""
6271,LLAVE ESFERA ROSC. PVC 1/2
6272,BULTO PEGA AZULEJO PEGALEZA
6273,CARTUCHO SILICON ANTIHONGOS TRANSPARENTE
6265,PEGAMENTO PITBULL 125 GR. AZUL OMEGA
6275,TUBO SILICON 125 GR. ANTIHONGOS
6254,"TUERCA UNION COB. 1 1/4"""
6251,"TUBO FLEXIBLE COB. 1/4"""
6229,"RED. BUSHING COBRE 1"" X 3/4"""
6232,"RED. CAMPANA COB. 3/4""  X 1/2"""
6233,"TAPON CAPA COBRE 1/2"""
6234,"TAPON CAPA COBRE 3/4"""
6235,"TEE COBRE 1 1/2"""
6236,"TEE COBRE 1 1/4"""
6237,"TEE COBRE 1"""
6238,"TEE COBRE 1/2"""
6252,TUBO FLEXIBLE COB. 3/16
6240,"TEE COBRE 3/4"""
6242,"TEE TERMINAL CENT. 3/8"""
6243,TUBO COBRE T-L 1/2
6245,"TUBO COBRE T-M 1 1/4"""
6246,"TUBO COBRE T-M 1"""
6247,"TUBO COBRE T-M 1/2"""
6248,"TUBO COBRE T-M 2"""
6249,"TUBO COBRE T-M 3/4"""
6250,"TUBO FLEXIBLE COB. 1/2"""
6241,"TEE CRI CENTRO COB. 1/2"""
6366,UNION RUGO COBRE A COBRE 3/4 81-U
6458,ARAÑA DE LAMINA  P/LAVABO 
6368,BOTON LATERAL 60-PL RUGO
6488,PEGAMENTO TANGIT ROSA 500 GR.
6489,CALENTADOR DE CUBETA 15 LTS ALUMINIO 
6490,TUERCA UNION PLUS 3/4 (25MM)
6493,"ADAPTADOR PLUS HEMBRA 1"""
6494,"ADAPTADOR PLUS HEMBRA 1/2"""
6495,"ADAPTADOR PLUS HEMBRA 3/4"""
6496,"ADAPTADOR PLUS MACHO 1"" "
6497,"ADAPTADOR PLUS MACHO 1/2"""
6498,"ADAPTADOR PLUS MACHO 3/4"""
6499,"CODO PLUS 90 X 1"""
6500,CODO PLUS 90 X 1/2
6501,CODO PLUS 90 X 3/4
6502,CODO PLUS HEMBRA 1/2 (20 MM)
6503,"COPLE PLUS 1"" (32MM) "
6504,COPLE PLUS 1/2 (20MM)
6505,COPLE PLUS 3/4 (25MM)
6506,RED. PLUS 1 X 3/4 (32 X 25 MM)
6487,PEGAMENTO TANGIT ROSA 50 GR.
6486,PEGAMENTO TANGIT ROSA 240 GR.
6485,THINER ESTÁNDAR
6484,TUBO P/CALENTADOR SOLAR 
6465,SOPORTE P/LAV. LAMINA JGO
6466,SOPORTE UNIV. P/LAVABO ALUMINO 
6467,TUBOS DE LAMINA 4
6469,ADAPTADOR P/LAVADERO C/CONTRA 
6470,MANGUERA 3/8 X 3 MTS NEGRA A.P.
6471,MANGUERA 3/8 X 4 MTS NEGRA A.P
6472,MANGUERA 3/8 X 5 MTS NEGRA A.P
6473,MANGUERA AHULADA AZUL  1/2
6507,RED. PLUS 3/4 X 1/2 (25 X 20 MM)
6474,MANGUERA AHULADA AZUL  3/4
