,producto,marca,material,mediana_diaria,sigma_robusta,stock_seguro,ss/6,ss/20,ss/100,ss/200,punto_reorden,rop/6,rop/20,rop/100,rop/200
864,"RED. BUSHING GALV. 1 1/4"" X 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
865,"RED. BUSHING GALV. 1 1/4"" X 3/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
866,"RED. BUSHING GALV. 1"" X 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
867,"RED. BUSHING GALV. 1"" X 3/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
868,"RED. BUSHING GALV. 1/2"" X 1/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
869,"RED. BUSHING GALV. 2 1/2"" X 1 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
870,"RED. BUSHING GALV. 2 1/2"" X 2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
871,"RED. BUSHING GALV. 2"" X 1 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
872,"RED. BUSHING GALV. 2"" X 1 1/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
873,"RED. BUSHING GALV. 2"" X 1""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
874,"RED. ANGER 4"" X 2"" PVC",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
875,"RED. BUSHING GALV. 1 1/2"" X 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
876,"NIPLE GALV. 1/2"" X 5 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
877,"NIPLE GALV. 1 1/4"" X 5""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
878,"NIPLE GALV. 1 1/4"" X 6""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
879,"NIPLE GALV. 1 1/4"" X 8""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
880,"NIPLE GALV. 1 1/4"" X 9""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
881,"NIPLE GALV. 1""  X 10""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
882,"NIPLE GALV. 1""  X 11""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
883,"NIPLE GALV. 1""  X 12""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
884,"NIPLE GALV. 1""  X 2 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
885,"NIPLE GALV. 1""  X 4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
886,"NIPLE GALV. 1""  X 5 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
887,"NIPLE GALV. 1""  X 5""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
888,"NIPLE GALV. 1""  X 6""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
889,"NIPLE GALV. 1""  X 7""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
890,PAQ. INSTALACION WC CON BRIDA WC PS-D005 COFLEX,COFLEX,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
891,"NIPLE GALV. 1 1/2"" X 6""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
892,"NIPLE GALV. 1 1/2"" X 7""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
893,"NIPLE GALV. 1 1/2"" X 8""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
894,"NIPLE GALV. 1 1/2"" X R.C.",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
895,"NIPLE GALV. 1 1/4"" X 10""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
896,"NIPLE GALV. 1 1/4"" X 12""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
897,"NIPLE GALV. 1 1/4"" X 2 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
898,"NIPLE GALV. 1 1/4"" X 2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
899,"NIPLE GALV. 1 1/4"" X 3 1/2",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
900,"NIPLE GALV. 1 1/4"" X 4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
901,MUEBLE CON LAVABO ALONDRA 48 X 39,PLOMAZA,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
902,MUEBLE CON LAVABO ANDREA 62 X 40 C/ESPEJO,PLOMAZA,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
903,MUEBLE CON LAVABO ANYLU 52 X 36 C/ESPEJO,PLOMAZA,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
904,MUEBLE CON LAVABO ESQUINERO 40 X 40,PLOMAZA,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
905,"NIPLE GALV. 1 1/2"" X 4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
906,BOMBA P/FUENTE AQUA SUB 1.20 MTS,AQUA SUB,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
907,BOMBA P/FUENTE AQUA SUB 2.00 MT,AQUA SUB,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
908,BOMBA P/FUENTE AQUA SUB 2.50 MT,AQUA SUB,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
909,BOMBA P/FUENTE AQUA SUB 3.50 MT,AQUA SUB,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
910,BOMBA PARA FUENTE AQUA SUB .90 CM,AQUA SUB,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
911,BOMBA PERIFERICA 1/2 HP BONASA,BONASA,METAL,1,0,0,0,0,0,0,8,1,0,0,0
912,"NIPLE GALV. 2"" X 2 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
913,"NIPLE GALV. 2"" X 3""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
914,"NIPLE GALV. 2"" X 4 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
915,"NIPLE GALV. 2"" X 5""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
916,"NIPLE GALV. 2"" X 6""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
917,"NIPLE GALV. 2"" X 7""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
918,"NIPLE GALV. 2"" X 8""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
919,"NIPLE GALV. 2"" X 9""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
920,"NIPLE GALV. 1/2"" X 4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
921,"NIPLE GALV. 1/2"" X 6""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
922,"NIPLE GALV. 1/2"" X 7""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
923,"NIPLE GALV. 1/2"" X 8""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
924,"NIPLE GALV. 1/2"" X 9""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
925,"NIPLE GALV. 1/4"" X 4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
926,"NIPLE GALV. 1/4"" X 6""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
927,"NIPLE GALV. 1""  X 8""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
928,"NIPLE GALV. 1""  X 9""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
929,"NIPLE GALV. 1""  X R.C.",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
930,"NIPLE GALV. 1/2"" X 10""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
931,"NIPLE GALV. 1/2"" X 11""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
932,"NIPLE GALV. 1/2"" X 12""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
933,"NIPLE GALV. 1/2"" X 3 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
934,"NIPLE GALV. 1/2"" X 4 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
935,"NIPLE GALV. 1/2"" X 5""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
936,MONOMANDO RUGO P/FREG. 7-C,RUGO,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
937,MONOMANDO RUGO P/FREGADERO 011-FM,RUGO,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
938,MONOMANDO RUGO P/FREGADERO 013 FM,RUGO,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
939,MONOMANDO RUGO P/FREGADERO 112FM,RUGO,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
940,MONOMANDO RUGO P/FREGADERO 7-MQ ,RUGO,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
941,MONOMANDO RUGO P/FREGADERO 8-ST,RUGO,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
942,MONOMANDO URREA P/REGADERA 683YZ ,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
943,MONOMANO REGADERA 9443IB URREA,URREA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
944,MONOMANDO FIDIC F9910/9910BN  P/FREGADERO,FIDIC,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
945,MONOMANDO FIDIC F9910BN FREGADERO,FIDIC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
946,MONOMANDO FIDIC F9916BN FREGADERO,FIDIC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
947,MONOMANDO FIDIC F9922 FREGADERO,FIDIC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
948,MONOMANDO FIDIC F9927 NEGRO FREGADERO,FIDIC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
949,MONOMANDO FIDIC F9954 FREGADERO,FIDIC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
950,MUEBLE CON LAVABO MANOLIN 36 X 36,PLOMAZA,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
951,MONOMANDO FIDIC F9957BN FREGADERO,FIDIC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
952,MONOMANDO FIDIC F9960 FREGADERO,FIDIC,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
953,MONOMANDO FIDIC F9960BN/9960 FREGADERO,FIDIC,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
954,MONOMANDO FIDIC F9971 FREGADERO CROMO,FIDIC,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
955,MONOMANDO FIDIC F9971BN FREGADERO,FIDIC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
956,MONOMANDO FIDIC FREGADERO F9922,FIDIC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
957,MONOMANDO FIDIC FREGADERO F9958 CROMO,FIDIC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
958,MONOMANDO FIDIC LAVABO F9856BK NEGRO,FIDIC,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
959,MONOMANDO FIDICF9928 ROJO P/FREGADERO,FIDIC,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
960,MONOMANDO ANBEC P/LAVABO BKML1017,ANBEC,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
961,MONOMANDO ANBEC P/LAVABO BKML1047,ANBEC,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
962,MONOMANDO ANBEC P/LAVABO BKML1047 CROMADO,ANBEC,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
963,MONOMANDO DICA P/LAVABO 4461,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
964,MONOMANDO DICA REGADERA 4470E,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
965,MONOMANDO FIDIC F9955 CROMADO,FIDIC,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
966,MUEBLE CON LAVABO SOFIA 52 X 36,PLOMAZA,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
967,MUEBLE CON LAVABO VICTORIA 52 X 36,PLOMAZA,ACABADOS,1,0,0,0,0,0,0,8,1,0,0,0
968,MUFA 11/4,IUSA,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
969,"MULTICODO HULCEN 4 EN 1  DE 1""",HULCEN,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
970,MULTICONECTOR CON LLAVE P/TINACO,SIN MARCA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
971,MULTICONECTOR ROTOPLAST,ROTOPLAS,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
972,"NIPLE GALV. 1 1/2"" X 2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
973,MONOMANDO LAVABO FIDIC 9810BN SATINADO,FIDIC,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
974,MONOMANDO MAXIMS T6001 PRO  P/FREGADERO,MAXIMS,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
975,MONOMANDO MIBER P/LAV. GM-CR120,MIBER,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
976,MONOMANDO MIBER P/LAV. GM-LCR100,MIBER,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
977,MONOMANDO MIBER P/LAV. GM-LCR120,MIBER,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
978,MONOMANDO NACOBRE CP 6064 LAVABO,NACOBRE,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
979,BOTON ENCENDIDO IUSATROL,IUSA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
980,MONOMANDO REGADERA DICA 4470E,DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
981,BOTON LATERAL 60-KO RUGO,RUGO,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
982,BOMBA PRESURISADORA IGOTO 1/6 / ORANGE,IGOTO,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
983,BOMBA PRESURISADORA ORANGE 1/3 HP 2 SERVICIOS,ORANGE PUMPS,METAL,1,0,0,0,0,0,0,8,1,0,0,0
984,BOMBA PRESURISADORA SHIMGE 1/6 HP,SHIMGE,METAL,1,0,0,0,0,0,0,8,1,0,0,0
985,BOMBA PRESURIZADORA IGOTO 1/6 / ORANGE,IGOTO,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
986,BOMBA SIEMENS 1 HP NACIONAL,SIEMNES,METAL,1,0,0,0,0,0,0,8,1,0,0,0
987,BOMBA SIEMENS 1/2 HP NACIONAL,SIEMNES,METAL,1,0,0,0,0,0,0,8,1,0,0,0
988,BOMBA SIEMENS 1/4 HP NACIONAL,SIEMNES,METAL,1,0,0,0,0,0,0,8,1,0,0,0
989,BOMBA SIEMENS 3/4 HP NACIONAL,SIEMNES,METAL,1,0,0,0,0,0,0,8,1,0,0,0
990,BOMBA SUMERGIBLE ALTEZZA 103- 3P C/FLOTADOR,LAWN I GARDEN,METAL,1,0,0,0,0,0,0,8,1,0,0,0
991,BOMBA SUMERGIBLE C/FLOTADOR 1 HP P/CISTERNA YY1306,BONASA,INOX,1,0,0,0,0,0,0,8,1,0,0,0
992,BOMBA SUMERGIBLE C/FLOTADOR 1 HP P/CISTERNA YY9434,BONASA,INOX,1,0,0,0,0,0,0,8,1,0,0,0
993,BOMBA SUMERGIBLE C/FLOTADOR 1/2 HP CISTERNA YY9431,BONASA,INOX,1,0,0,0,0,0,0,8,1,0,0,0
994,BOMBA SUMERGIBLE T/BALA 1 HP BONASA 4 YY9435,BONASA,INOX,1,0,0,0,0,0,0,8,1,0,0,0
995,MONOMANDO P/REGADERA MEZR2005BN NIQUEL PULIDO,ANBEC,METAL,1,0,0,0,0,0,0,8,1,0,0,0
996,BOTON ENCENDIDO UNITROL,SIN MARCA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
997,PERA CAÑON IDEAL STANDAR,IDEAL STANDAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
998,PERILLA DE CONTROL DE TEMPERATURA,SIN MARCA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
999,PERILLA DE ENCENDIDO HONEY  WELL,SIN MARCA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1000,PERILLA DE ENCENDIDO UNITROL,SIN MARCA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1001,PARRILLA ELECTRICA DISA 1 QUEMADOR,DISA,ALUMINIO,1,0,0,0,0,0,0,8,1,0,0,0
1002,PARRILLA ELECTRICA DISA 2 QUEMADORES,DISA,ALUMINIO,1,0,0,0,0,0,0,8,1,0,0,0
1003,PARRILLA REDONDA DE FOFO 28 X 28,SIN MARCA,FOFO,1,0,0,0,0,0,0,8,1,0,0,0
1004,PASTA PARA SOLDAR  75 GRS.,SILER,PASTA,1,0,0,0,0,0,0,8,1,0,0,0
1005,PASTA PARA SOLDAR 250 GRS.,SILER,PASTA,1,0,0,0,0,0,0,8,1,0,0,0
1006,PASTA PARA SOLDAR 500 GRS.,SILER,PASTA,1,0,0,0,0,0,0,8,1,0,0,0
1007,PASTA PARA SOLDAR CONTAC 60 GR,CONTAC,PASTA,1,0,0,0,0,0,0,8,1,0,0,0
1008,PEDESTAL CATO JAZMIN AZUL COLONIAL,CATO,CERAMICO,1,0,0,0,0,0,0,8,1,0,0,0
1009,PEDESTAL CATO LUCAS BLANCO,CATO,CERAMICA,1,0,0,0,0,0,0,8,1,0,0,0
1010,PEGAMENTO CPVC 118 GR.,FLOWARD GOLD,PEGAMENTO,1,0,0,0,0,0,0,8,1,0,0,0
1011,BOMBA P/FUENTE AQUA SUB .90 CM,AQUA SUB,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1012,PEGAMENTO CPVC 60 GR. ,FLOWARD GOLD,PEGAMENTO,1,0,0,0,0,0,0,8,1,0,0,0
1013,PEGAMENTO PITBULL 125 GR. AZUL OMEGA,OMEGA,PEGAMENTO,1,0,0,0,0,0,0,8,1,0,0,0
1014,PEGAMENTO PITBULL 250 GR. AZUL OMEGA,OMEGA,PEGAMENTO,1,0,0,0,0,0,0,8,1,0,0,0
1015,PEGAMENTO PITBULL 500 GR. AZUL OMEGA ,OMEGA,PEGAMENTO,1,0,0,0,0,0,0,8,1,0,0,0
1016,PEGAMENTO PLASTIACERO JER R2-42 DEVCON,DEVCON,PEGAMENTO,1,0,0,0,0,0,0,8,1,0,0,0
1017,PAQUETE CERAMOSA FLORENCIA C/PEDESTAL BLANCO,CERAMOSA,CERAMICO,1,0,0,0,0,0,0,8,1,0,0,0
1018,PAQUETE CERAMOSA GENOVA C/PEDESTAL AZUL COLONIAL,CERAMOSA,CERAMICO,1,0,0,0,0,0,0,8,1,0,0,0
1019,PAQUETE CERAMOSA GENOVA C/PEDESTAL AZUL HOLANDA,CERAMOSA,CERAMICO,1,0,0,0,0,0,0,8,1,0,0,0
1020,PAQUETE CORONA BLANCO C/PEDESTAL,TERRACOTA,PORCELANA,1,0,0,0,0,0,0,8,1,0,0,0
1021,PAQUETE FAZENDA AZUL CIELO,FACENDA,PORCELANA,1,0,0,0,0,0,0,8,1,0,0,0
1022,PAQUETE FAZENDA BLANCO,FAZENDA,PORCELANA,1,0,0,0,0,0,0,8,1,0,0,0
1023,PAQUETE FAZENDA GRIS,FAZENDA,PORCELANA,1,0,0,0,0,0,0,8,1,0,0,0
1024,PAQUETE FAZENDA MARFIL,FAZENDA,PORCELANA,1,0,0,0,0,0,0,8,1,0,0,0
1025,PAQUETE FAZENDA ROSA,FACENDA,PORCELANA,1,0,0,0,0,0,0,8,1,0,0,0
1026,PEGAMENTO CPVC 220 GR.,FLOWARD GOLD,PEGAMENTO,1,0,0,0,0,0,0,8,1,0,0,0
1027,PERILLA LENISCO Y CINSA,LENISCO,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1028,PERILLA P/PUNTA POOL ROJA,SIN MARCA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1029,PICTEL GAS,NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1030,PIEZO ELECTRICO P/TERMOSTATO CINSA,CINSA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1031,PEGAMENTO PLASTIACERO JER TRANS 5-28 DEVCON,DEVCON,PEGAMENTO,1,0,0,0,0,0,0,8,1,0,0,0
1032,PEGAMENTO RESISTOL 5000,RESISTOL,PEGAMENTO,1,0,0,0,0,0,0,8,1,0,0,0
1033,PEGAMENTO SILER 225 GR. P/PVC,SILER,SILICON,1,0,0,0,0,0,0,8,1,0,0,0
1034,PEGAMENTO SILER 480 GR. P/PVC,SILER,SILICON,1,0,0,0,0,0,0,8,1,0,0,0
1035,PEGAMENTO SILER 60 GR. P/PVC,SILER,SILICON,1,0,0,0,0,0,0,8,1,0,0,0
1036,PEGAMENTO SILER 85 GR. P/PVC,SILER,SILICON,1,0,0,0,0,0,0,8,1,0,0,0
1037,BOMBA PERIFERICA 1/2 HP IGOTO,ORANGE PUMPS,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1038,BOMBA PRESURISADORA BONASA 1/2 HP YY9146,BONASA,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1039,BOMBA PRESURISADORA DAB 1/2 HP 3 SERV.,DAB,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1040,BOLA DE HILO DE CAÑAMO,SIN MARCA,CAÑAMO,1,0,0,0,0,0,0,8,1,0,0,0
1041,PERA BISAGRA AQUAZALVO ZAKANY,ZAKANY,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1042,BOLA FLOTADOR ROTOPLAS No.7 ,ROTOPLAS,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1043,BOLSA ESTOPA BLANCA,SIN MARCA,FIBRAS,1,0,0,0,0,0,0,8,1,0,0,0
1044,BOMBA BONASA HIDRONEUMATICO 24 LTS. BOMBA 1/2 HP YY7813,BONASA,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1045,BOMBA BONASA I.BRONCE 1 HP,BONASA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1046,BOMBA BONASA I.BRONCE 1/2 HP,BONASA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1047,BOMBA BONASA I.BRONCE 1/4 HP,BONASA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1048,BOMBA BONASA I.BRONCE 3/4 HP,BONASA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1049,BOMBA BONASA NORYL 1 HP,BONASA,NORYL,1,0,0,0,0,0,0,8,1,0,0,0
1050,BOMBA CENTRIFUGA 1/2 HP LCP-05 LITTLE GIANT,LITTLE GIANT,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1051,BOMBA DICA CENTRIFUGA 1 1/2 HP,DICA,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1052,PEGAMENTO SIN CLAVOS OCITEC 85G,OCI,PEGAMENTO,1,0,0,0,0,0,0,8,1,0,0,0
1053,PEGAMENTO TANGIT ROSA 240 GR.,TANGIT,PEGAMENTO,1,0,0,0,0,0,0,8,1,0,0,0
1054,PEGAMENTO TANGIT ROSA 50 GR.,TANGIT,PEGAMENTO,1,0,0,0,0,0,0,8,1,0,0,0
1055,PEGAMENTO TANGIT ROSA 500 GR.,TANGIT,PEGAMENTO,1,0,0,0,0,0,0,8,1,0,0,0
1056,BOLA FLOTADOR ROTOPLAS No.5,ROTOPLAS,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1057,"NIPLE GALV. 3/4"" X 8""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1058,"NIPLE GALV. 3/4"" X 9""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1059,"NIPLE GALV. 3/8"" X 1 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1060,"NIPLE GALV. 3/8"" X 2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1061,"NIPLE GALV. 3/8"" X 3 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1062,"NIPLE GALV. 3/8"" X 3""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1063,"NIPLE GALV. 3/8"" X 6""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1064,"NIPLE GALV. 3/8"" X R.C.",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1065,"NIPLE GALV. 4"" X R.C.",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1066,"NIPLE PLASTICO HULCEN 1""",HULCEN,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1067,NIPLE PLASTICO HULCEN 3/4,HULCEN,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1068,"NIPLE GALV. 2"" X R.C.",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1069,"NIPLE GALV. 3"" X R.C.",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1070,"NIPLE GALV. 3/4"" X 12""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1071,PAQUETE FAZENDA VERDE MAR,FACENDA,PORCELANA,1,0,0,0,0,0,0,8,1,0,0,0
1072,"NIPLE GALV. 3/4"" X 2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1073,"NIPLE GALV. 3/4"" X 5 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1074,"NIPLE GALV. 2 1/2"" X 3 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1075,"NIPLE GALV. 2 1/2"" X 9""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1076,"NIPLE GALV. 2 1/2"" X R.C.",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1077,"BOMBA SUMERGIBLE T/BALA 1/2 HP BONASA 4"" YY7667",BONASA,INOX,1,0,0,0,0,0,0,8,1,0,0,0
1078,BOMBA SUMERGIBLE TIPOPBALA 3/4 HP URA -1,LITTLE GIANT,INOX,1,0,0,0,0,0,0,8,1,0,0,0
1079,BOMBA SUMERGILBE FRANKLYN 1/2 HP BALA,FRANKLYN,INOX,1,0,0,0,0,0,0,8,1,0,0,0
